content,windows
here is a graphical tutorial on this    http://netcashingin.blogspot.com/2009/04/how-to-dual-boot-windows-7-and-ubuntu.html,1
anyone in here ran windows7 before installing ubuntu?,1
also check here   https://help.ubuntu.com/community/windowsdualboot,1
mm   i removed windows 7 for this client  ... i have not done a dual boot with windows7  and ubuntu yet  but let me check,1
i have installed ubuntu 9.10. i cannot boot my previously installed windows7. i get 'bootmgr is missing' when trying to boot windows7. what should i do?,1
can you tell me what you did in order for grub to make windows7 boot? i get 'bootmgr is missing' when booting w7,1
any way 2 make persustent usb with iso and on windows os? my hdd crashed so i dont have a running linux system.,1
i do not know about persistent windows os on usb.,1
"nm-applet wont work for me, wireless conn works fine in windows.. ubuntus nmapplet wont work",1
"im not sure, i think the live cd is your best option.   linux doesnt have a safemode like windows.",1
or use virtualbox to run windows,1
"it should be like windows, a single file, with a registry",1
well i had windows 7 on the hard drive and i want to install ubuntu,1
yeah man dont sweat it im a big windows guy myself here to figure out a problem too :),1
sorry if this is dumb but i come from windows,1
so basically i would have to learn all the commands to tell it to make a virutal machine of windows 7,1
"can someone help me?  i am trying to recovery files from my windows partition from ubuntu live cd, it had only started the format process when i stopped it, but it wont boot.",1
"yes, but can i run anything windows even?",1
"can someone help me?  i am trying to recovery files from my windows partition from ubuntu live cd, it had only started the format process when i stopped it, but it wont boot.",1
"yes, but can i run anything windows even?",1
"it recognized the drive and mounted it, but it lagged the crap out of all the file system windows",1
"that only covers some of what i want.  what if, for example, i want to set windows+t to run terminal?",1
or maybe you know another nice free email-program that runs on ubuntu linux and ms windows?,1
mirc is a windows app only,1
https://help.ubuntu.com/community/recoveringubuntuafterinstallingwindows,1
any suggestions for windows x servers?,1
"my issues are purely with traversing a windows share across the network, not traversing a samba share from my windows machine.",1
is there a way to just reset the windows boot manager or whatever manages that?,1
"question about wubi ubuntu: i installed ubuntu on my windows computer with the ""install inside of windows"" option, but it had a lot of bugs, so i decided to uninstall it. even after uninstalling it through the ""add/remove programs"", every time i boot it still asks to load ubuntu or windows, even though i unninstalled it. how do i get that to go away?",1
"and jiohdi: well, since i don't have remote access like kvm right now, i can't do it the traditional way. so i though i'd do it through the windows installer, but the questions is: will i be able to connect through remote desktop????",1
"hello there. i have a windows 2003 server, and willing to install ubuntu desktop on a second partition. since i have very little experience with it, i thought to install it though the windows installer, and then reboot to ubuntu, and connect though remote desktop",1
"i'm a windows person, now that i got ubuntu, i dont knwo what i can do in ubuntu",1
"there is like 10 zillian softwares for windows and rarely anything for linux, what am i going to do",1
"stupid man, i use usb live creator for windows",1
"hello everyone, i was sitting here bored thinking about things. with windows 8 and the notorius metro ui around the corner im really thinking about switching my main desktop to linux completely.",1
